每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 31 | 00789 |  0.5% ] 诺威·中岛 - 魔法少女奈叶ViVid
[ 32 | 00774 |  0.5% ] 押本百合 - 网球并不可笑嘛 第四季
[ 33 | 00733 |  0.4% ] 艾尔芙娜茵 - 战姬绝唱GX
[ 34 | 00617 |  0.4% ] 西九条缠 - 电波教师
[ 35 | 00615 |  0.4% ] 榊洋子 - 游戏王ARC-V
[ 36 | 00583 |  0.4% ] 官越愈 - 动画心疗系
[ 37 | 00570 |  0.3% ] 小莲 - 乌瑟的穷困生活 第三季
[ 38 | 00556 |  0.3% ] 月影百合(Cure Moonlight) - 光之美少女全明星 春季嘉年华
[ 39 | 00475 |  0.3% ] 江角京子 - 灵感
[ 40 | 00432 |  0.3% ] 菈淇芝 - 翠星的加尔刚蒂亚OVA
[ 41 | 00382 |  0.2% ] 春日野丽(Cure Lemonade) - 光之美少女全明星 春季嘉年华
[ 42 | 00364 |  0.2% ] 真中啦啦 - 美妙天堂
[ 43 | 00322 |  0.2% ] 米谷美咲 - 幸腹涂鸦
[ 44 | 00290 |  0.2% ] 明美 - 黑白小姐 第二季
[ 45 | 00278 |  0.2% ] 北大路樱 - 偶像活动剧场版
[ 46 | 00250 |  0.2% ] 矶野裙带菜 - 海螺小姐
[ 47 | 00209 |  0.1% ] 关守日轮 - 潮与虎
[ 48 | 00197 |  0.1% ] 小奴 - 法兰雀丝卡
[ 49 | 00152 |  0.1% ] 冴草纪伊 - 偶像活动剧场版
[ 50 | 00094 |  0.1% ] 新条雏希 - 偶像活动 第三季
[ 51 | 00048 |  0.0% ] 锦贯美玲 - 望实与君雄OVA

2015-11-13 晋级数据 TOP100 男子组 (总票数: 168763)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 36395 | 21.6% ] 桐人(桐谷和人) - 刀剑神域 第二季
[ 02 | 26448 | 15.7% ] 土方十四郎 - 银魂°
[ 03 | 15838 |  9.4% ] 贝吉塔 - 龙珠改 魔人布欧篇
[ 04 | 09887 |  5.9% ] 格雷·佛尔帕斯塔 - 妖精的尾巴 第二季
[ 05 | 09391 |  5.6% ] 费里西安诺·瓦尔加斯(意/大/利) - 黑塔利亚 第六季
[ 06 | 08778 |  5.2% ] 阳太 - 关于完全听不懂老公在说什么的事
[ 07 | 06274 |  3.7% ] 阿德雷特·麦亚 - 六花的勇者
[ 08 | 06052 |  3.6% ] 达龙 - 亚尔斯兰战记
[ 09 | 05990 |  3.5% ] 西尾锦 - 东京食尸鬼 第二季
[ 10 | 05943 |  3.5% ] 樱友藏(小丸子的爷爷) - 樱桃小丸子 第二季
[ 11 | 05186 |  3.1% ] 千手扉间 - 火影忍者 疾风传
[ 12 | 04435 |  2.6% ] 高瑟 - 七大罪
[ 13 | 04226 |  2.5% ] 双子座撒加 - 圣斗士星矢 黄金魂
[ 14 | 04067 |  2.4% ] 汉斯·翰普缇 - 六花的勇者
[ 15 | 03445 |  2.0% ] 龙崎怜 - Free! TV未放送
[ 16 | 02696 |  1.6% ] 藤原文太 - 头文字D 新剧场版
[ 17 | 02541 |  1.5% ] 盗贼山惠 - 如果折断她的旗OAD
[ 18 | 01575 |  0.9% ] 藤堂进之介 - 纯情罗曼史3
[ 19 | 01018 |  0.6% ] 伊万·格拉济耶夫 - 黑街
[ 20 | 00912 |  0.5% ] 五士典人 - 终结的炽天使
[ 21 | 00779 |  0.5% ] 藤真弥勒 - 境界的彼方 剧场版
[ 22 | 00741 |  0.4% ] 土夏彦雄飞 - 夜樱四重奏OAD
[ 23 | 00688 |  0.4% ] 御堂筋翔 - 飙速宅男 第二季
[ 24 | 00661 |  0.4% ] 罗兰 - 魔弹之王与战姬
[ 25 | 00621 |  0.4% ] 无涯 - 常住战阵虫奉行OVA
[ 26 | 00607 |  0.4% ] 朝日奈要 - 兄弟战争OVA
[ 27 | 00522 |  0.3% ] 大路吾平 - 玉子市场 剧场版
[ 28 | 00399 |  0.2% ] 巴德尔 - 圣斗士星矢 黄金魂
[ 29 | 00369 |  0.2% ] 亚伯力克·基烈特 - 棺姬嘉依卡 第二季
[ 30 | 00358 |  0.2% ] 千切夜长 - 枕男子
[ 31 | 00333 |  0.2% ] 卢卡斯·涅墨西斯 - 敢达创战者TRY
[ 32 | 00295 |  0.2% ] 不动明王 - 闪电十一人剧场版 超次元梦幻比赛
[ 33 | 00217 |  0.1% ] 饭纲西门 - 敢达创战者TRY
[ 34 | 00182 |  0.1% ] 迷之暗杀者 - 欧西里斯的天秤
[ 35 | 00171 |  0.1% ] 佐渡酒造 - 宇宙战舰大和号2199 追忆的航海
[ 36 | 00164 |  0.1% ] 平古场凛 - 新网球王子OVA vs Genius10
[ 37 | 00116 |  0.1% ] 大盛爆 - 未来卡搭档对战
[ 38 | 00109 |  0.1% ] 苍月紫暮 - 潮与虎
[ 39 | 00102 |  0.1% ] 雾雨正雪 - 未来卡搭档对战
[ 40 | 00063 |  0.0% ] 城户政宗 - 境界触发者
[ 41 | 00056 |  0.0% ] 须藤俊介 - 敢达创战者TRY
[ 42 | 00045 |  0.0% ] 樱田石塔 - 英雄银行
[ 43 | 00043 |  0.0% ] 青井教练 - 网球优等生 第二季
[ 44 | 00025 |  0.0% ] 涡木 - 敢达创战者TRY

2015-11-12 晋级数据 TOP100 女子组 (总票数: 167267)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 33266 | 19.9% ] 友利奈绪 - 夏洛特
[ 02 | 19338 | 11.6% ] 猫 - K MISSING KINGS
[ 03 | 14366 |  8.6% ] 雪之下阳乃 - 我的青春恋爱物语果然有问题 第二季
[ 04 | 13953 |  8.3% ] 克鲁鲁·采佩西 - 终结的炽天使
[ 05 | 12482 |  7.5% ] 斧乃木余接 - 凭物语
[ 06 | 12221 |  7.3% ] 丈枪由纪 - 学园孤岛
[ 07 | 07587 |  4.5% ] 淡岛世理 - K MISSING KINGS
[ 08 | 06368 |  3.8% ] 园城寺怜 - 天才麻将少女 阿知贺篇SP
[ 09 | 05072 |  3.0% ] 蓝猫 - 黑执事 Book of Murder
[ 10 | 05034 |  3.0% ] 岛村卯月 - 偶像大师 灰姑娘女孩
[ 11 | 04230 |  2.5% ] 水野亚美 - 美少女战士Crystal
[ 12 | 04133 |  2.5% ] 黑井濑奈 - 漫画家与助手们OVA
[ 13 | 03908 |  2.3% ] 加藤叶月 - 吹响！上低音号
[ 14 | 03332 |  2.0% ] 相田丽子 - 黑子的篮球 第三季
[ 15 | 03214 |  1.9% ] 松岛满 - 灰色的果实
[ 16 | 01827 |  1.1% ] 茶末·罗素 - 六花的勇者
[ 17 | 01536 |  0.9% ] 犬饲伊介 - 恶魔之谜 TV未放送
[ 18 | 01536 |  0.9% ] 萨妮娅·V·利特维亚克 - 强袭魔女新OVA
[ 19 | 01419 |  0.8% ] 埃德尔利佐 - ALDNOAH ZERO 第二季
[ 20 | 01401 |  0.8% ] 希尔达 - CROSSANGE 天使与龙的轮舞
[ 21 | 01244 |  0.7% ] 森山那奈龟 - 魔法少女伊莉雅2wei Herz
[ 22 | 01072 |  0.6% ] 优莉·弗罗斯特尔 - 空战魔导士候补生的教官
[ 23 | 01056 |  0.6% ] 艾露克露·伯顿 - 侦探歌剧少女福尔摩斯TD
[ 24 | 00913 |  0.5% ] 加贺美茉莉 - 临时女友
[ 25 | 00865 |  0.5% ] 谷川柑菜 - 在盛夏等待OVA
[ 26 | 00608 |  0.4% ] 福与恒子 - 咲日和
[ 27 | 00589 |  0.4% ] 安琪拉·约翰逊 - 圣剑使的禁咒咏唱
[ 28 | 00572 |  0.3% ] 女忍 - 战国无双
[ 29 | 00457 |  0.3% ] 爱丽丝·夏英格 - CodeGeass亡国的阿基德
[ 30 | 00433 |  0.3% ] 阿梅丽·布兰沙加 - 强袭魔女新OVA
[ 31 | 00420 |  0.3% ] 贞德·达鲁克 - 巴哈姆特之怒
[ 32 | 00335 |  0.2% ] 胁山珠美 - 偶像大师 灰姑娘女孩
[ 33 | 00292 |  0.2% ] 圆亚久里(Cure Ace) - 光之美少女全明星 春季嘉年华
[ 34 | 00214 |  0.1% ] 鹰崎奈津 - 网球优等生 第二季
[ 35 | 00205 |  0.1% ] 依丝卡 - 依丝卡
[ 36 | 00202 |  0.1% ] 罗妮娅 - 绿林女儿罗妮娅
[ 37 | 00201 |  0.1% ] 松本美知惠 - 吹响！上低音号
[ 38 | 00170 |  0.1% ] 小川真琴 - 灵感
[ 39 | 00152 |  0.1% ] 粗朵樱子 - 创圣的大天使Logos
[ 40 | 00151 |  0.1% ] 津山睦月 - 咲日和
[ 41 | 00134 |  0.1% ] 堇 - 旋转少女
[ 42 | 00130 |  0.1% ] 芷依塔·布鲁萨斯可 - 棺姬嘉依卡 第二季
[ 43 | 00120 |  0.1% ] 菲拉蕾·巴尔托罗 - CodeGeass亡国的阿基德
[ 44 | 00115 |  0.1% ] 露亚 - 宝石宠物MagicalChange
[ 45 | 00095 |  0.1% ] 音无由香里 - 旋转少女
[ 46 | 00090 |  0.1% ] 由里乃 - 百万偶像
[ 47 | 00069 |  0.0% ] 栗栖此音 - 偶像活动 第三季
[ 48 | 00063 |  0.0% ] 镰仓景子 - 团地友夫
[ 49 | 00041 |  0.0% ] 龙神智惠 - 魔神之骨
[ 50 | 00036 |  0.0% ] 奥莉薇尔 - CROSSANGE 天使与龙的轮舞

2015-11-12 晋级数据 TOP100 男子组 (总票数: 143449)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 26564 | 18.5% ] 户冢彩加 - 我的青春恋爱物语果然有问题 第二季
[ 02 | 26333 | 18.4% ] 御子柴实琴 - 月刊少女野崎君OVA
[ 03 | 13991 |  9.8% ] 七濑遥 - Free! TV未放送
[ 04 | 13794 |  9.6% ] 小林 - 乱步奇谭 Game of Laplace
[ 05 | 07524 |  5.2% ] 来留主公人 - 魔物娘相伴的日常
[ 06 | 05163 |  3.6% ] 杉野友人 - 暗杀教室
[ 07 | 04976 |  3.5% ] 宫村虎之介 - 山田君与七个魔女
[ 08 | 04915 |  3.4% ] 山崎宗介 - Free! TV未放送
[ 09 | 04334 |  3.0% ] 余市健彦 - 潜行吧奈亚子F
[ 10 | 04057 |  2.8% ] 双鱼座阿布罗狄 - 圣斗士星矢 黄金魂
[ 11 | 03558 |  2.5% ] 膝丸灯 - 火星异种
[ 12 | 03555 |  2.5% ] 浪越 - 乱步奇谭 Game of Laplace
[ 13 | 03100 |  2.2% ] 次元大介 - 鲁邦三世剧场版 次元大介的墓碑
[ 14 | 02768 |  1.9% ] 九头龙京摩 - 御神乐学园组曲
[ 15 | 02689 |  1.9% ] 风澄彻 - 枪神斯托拉塔斯
[ 16 | 02214 |  1.5% ] 洛基 - 圣斗士星矢 黄金魂
[ 17 | 01931 |  1.3% ] 宇田守 - 寄生兽 生命的准则
[ 18 | 01133 |  0.8% ] 凑川贞松 - 御神乐学园组曲
[ 19 | 01078 |  0.8% ] 金城真护 - 飙速宅男 第二季
[ 20 | 00930 |  0.6% ] 粟楠干弥 - 无头骑士异闻录×2 承
[ 21 | 00733 |  0.5% ] 阿撒兹勒 - 巴哈姆特之怒
[ 22 | 00678 |  0.5% ] 本多忠胜 - 战国无双
[ 23 | 00655 |  0.5% ] Dr.时尚 - 斩·赤红之瞳
[ 24 | 00618 |  0.4% ] 樱田总一郎 - 城下町的蒲公英
[ 25 | 00617 |  0.4% ] 席拉 - 斩·赤红之瞳
[ 26 | 00520 |  0.4% ] 庄司慎吾 - 头文字D 新剧场版
[ 27 | 00514 |  0.4% ] 彼方王子 - Go!Princess光之美少女
[ 28 | 00485 |  0.3% ] 大谷吉继 - 战国无双
[ 29 | 00470 |  0.3% ] 福富寿一 - 飙速宅男 第二季
[ 30 | 00383 |  0.3% ] 泉静间 - 白银的意志 ARGEVOLLEN
[ 31 | 00378 |  0.3% ] 德川彦左卫门 - 宇宙战舰大和号2199 追忆的航海
[ 32 | 00354 |  0.2% ] 黑部由起夫 - 新网球王子OVA vs Genius10
[ 33 | 00322 |  0.2% ] 石田银 - 新网球王子OVA vs Genius10
[ 34 | 00317 |  0.2% ] 黑暗忍者 - 忍者杀手
[ 35 | 00276 |  0.2% ] 星名透 - 宇宙战舰大和号2199 追忆的航海
[ 36 | 00271 |  0.2% ] 左文字雨京 - 白银的意志 ARGEVOLLEN
[ 37 | 00258 |  0.2% ] 米凯勒·曼弗雷迪 - CodeGeass亡国的阿基德
[ 38 | 00255 |  0.2% ] 长井和辉 - 寄生兽 生命的准则
[ 39 | 00252 |  0.2% ] 棘 - 斩·赤红之瞳
[ 40 | 00160 |  0.1% ] 索拉 - 宝石宠物Lady
[ 41 | 00156 |  0.1% ] 紫鬼神兰丸 - 战斗之魂 烈火魂
[ 42 | 00087 |  0.1% ] 真桑瓜也 - 美男高校地球防卫部LOVE
[ 43 | 00044 |  0.0% ] 拜兹 - 魔神之骨
[ 44 | 00039 |  0.0% ] 杰伊·艾尔 - 舞力四射

2015-11-11 晋级数据 TOP100 女子组 (总票数: 167270)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 33417 | 20.0% ] 亚丝娜(结城明日奈) - 刀剑神域 第二季
[ 02 | 28008 | 16.7% ] 岛风 - 舰队collection
[ 03 | 19379 | 11.6% ] 诗浓(朝田诗乃) - 刀剑神域 第二季
[ 04 | 16957 | 10.1% ] Caster - Fate/stay night [UBW]
[ 05 | 09332 |  5.6% ] 爱宕 - 舰队collection
[ 06 | 07720 |  4.6% ] 越谷小鞠 - 悠哉日常大王 第二季
[ 07 | 05913 |  3.5% ] 漩涡玖辛奈 - 火影忍者 疾风传
[ 08 | 05174 |  3.1% ] 若狭悠里 - 学园孤岛
[ 09 | 04627 |  2.8% ] 缪丝 - 甘城光辉游乐园
[ 10 | 04354 |  2.6% ] 野比玉子(大雄的妈妈) - 哆啦A梦
[ 11 | 03446 |  2.1% ] 黛安 - 七大罪
[ 12 | 03088 |  1.8% ] 成濑澪 - 新妹魔王的契约者
[ 13 | 02433 |  1.5% ] 美洛 - 魔物娘相伴的日常
[ 14 | 01942 |  1.2% ] 白柳弓 - 夏洛特
[ 15 | 01924 |  1.2% ] 木木 - 赤发白雪姬
[ 16 | 01734 |  1.0% ] 华宫凪沙 - 寻找遗失的未来
[ 17 | 01547 |  0.9% ] 小小兔 - 美少女战士Crystal
[ 18 | 01441 |  0.9% ] 鹭森灼 - 天才麻将少女 阿知贺篇SP
[ 19 | 01352 |  0.8% ] 艾哈 - ChaosDragon赤龙战役
[ 20 | 01226 |  0.7% ] 七海春歌 - 歌之王子殿下 第三季
[ 21 | 01105 |  0.7% ] 雪泉 - 闪乱神乐OVA
[ 22 | 01037 |  0.6% ] 高梨舞矢 - 日常系的异能战斗
[ 23 | 01014 |  0.6% ] 前川未来 - 偶像大师 灰姑娘女孩
[ 24 | 01000 |  0.6% ] 村尾修子 - 青春之旅OAD
[ 25 | 00837 |  0.5% ] 樱田麻音 - 玉响剧场版
[ 26 | 00794 |  0.5% ] 小日向未来 - 战姬绝唱GX
[ 27 | 00789 |  0.5% ] 荷丽艾塔 - 记录的地平线 第二季
[ 28 | 00785 |  0.5% ] 远见真矢 - 苍穹之法芙娜EXODUS
[ 29 | 00755 |  0.5% ] 仲野梦月 - 群居姐妹
[ 30 | 00527 |  0.3% ] 夏琪洛夫军曹 - 军人少女
[ 31 | 00496 |  0.3% ] 莫拉·切斯特 - 六花的勇者
[ 32 | 00435 |  0.3% ] 魂子 - 境界之轮回
[ 33 | 00380 |  0.2% ] 奎因 - 死亡游行
[ 34 | 00351 |  0.2% ] 春野遥(CureFlora) - Go!Princess光之美少女
[ 35 | 00278 |  0.2% ] 服部半蔵 - 百花缭乱OVA
[ 36 | 00213 |  0.1% ] 露子 - 幸腹涂鸦
[ 37 | 00191 |  0.1% ] 押井知 - 临时女友
[ 38 | 00179 |  0.1% ] 乔努·库拉菲 - DOG DAYS 第三季
[ 39 | 00160 |  0.1% ] 艾玛·古斯曼 - 牙狼 炎之刻印
[ 40 | 00154 |  0.1% ] 蒂多 - 魔法少女奈叶ViVid
[ 41 | 00144 |  0.1% ] 迈塔 - 翠星的加尔刚蒂亚OVA
[ 42 | 00142 |  0.1% ] 古贺小春 - 偶像大师 灰姑娘女孩
[ 43 | 00082 |  0.0% ] 十津川警子 - 侦探歌剧少女福尔摩斯TD
[ 44 | 00081 |  0.0% ] 蕾亚·达拉希姆 - 战姬绝唱GX
[ 45 | 00069 |  0.0% ] MIKI - 枪神斯托拉塔斯
[ 46 | 00062 |  0.0% ] 镰仓日奈美 - 百万偶像
[ 47 | 00062 |  0.0% ] 百地春鹿 - 圣剑使的禁咒咏唱
[ 48 | 00060 |  0.0% ] 岩上翔子 - 创圣的大天使Logos
[ 49 | 00038 |  0.0% ] 史黛拉·沃森 - 未来卡搭档对战
[ 50 | 00036 |  0.0% ] 时雨真昼 - 敢达创战者TRY

2015-11-11 晋级数据 TOP100 男子组 (总票数: 139973)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 28814 | 20.6% ] 比企谷八幡 - 我的青春恋爱物语果然有问题 第二季
[ 02 | 21930 | 15.7% ] 黑子哲也 - 黑子的篮球 第三季
[ 03 | 12978 |  9.3% ] 尼古拉斯·布朗 - 黑街
[ 04 | 10942 |  7.8% ] 柳洞一成 - Fate/stay night [UBW]
[ 05 | 07900 |  5.6% ] 理事长 - 监狱学园
[ 06 | 07604 |  5.4% ] 黑羽盗一 - 魔术快斗1412
[ 07 | 07309 |  5.2% ] 拉克萨斯·朵勒阿 - 妖精的尾巴 第二季
[ 08 | 06211 |  4.4% ] 狮子座艾奥里亚 - 圣斗士星矢 黄金魂
[ 09 | 04333 |  3.1% ] 鹿矛围桐斗 - 心理测量者 第二季
[ 10 | 04037 |  2.9% ] 宇佐见秋彦 - 纯情罗曼史3
[ 11 | 03440 |  2.5% ] 安堂丽治 - 监狱学园
[ 12 | 03146 |  2.2% ] 游吾 - 游戏王ARC-V
[ 13 | 02998 |  2.1% ] 三国 - 我家浴缸的二三事
[ 14 | 02297 |  1.6% ] 叶月 - Hybrid Child
[ 15 | 01952 |  1.4% ] 月宫林檎 - 歌之王子殿下 第三季
[ 16 | 01360 |  1.0% ] 真木 - 我家浴缸的二三事
[ 17 | 01268 |  0.9% ] 冈岛大河 - 暗杀教室
[ 18 | 01249 |  0.9% ] 光男 - 寄生兽 生命的准则
[ 19 | 01128 |  0.8% ] 远藤亮介 - 白箱
[ 20 | 00886 |  0.6% ] 艾恩 - SHOW BY ROCK!!
[ 21 | 00822 |  0.6% ] 乌特迦 - 圣斗士星矢 黄金魂
[ 22 | 00802 |  0.6% ] 吉翁·什姆·戴肯 - 机动战士高达THE ORIGIN
[ 23 | 00719 |  0.5% ] 镝木彗 - 苍穹之法芙娜EXODUS
[ 24 | 00700 |  0.5% ] 木村良人 - 狼少女与黑王子
[ 25 | 00606 |  0.4% ] 德川家康 - 战国无双
[ 26 | 00574 |  0.4% ] 石川 - 攻壳机动队ARISE TV版
[ 27 | 00565 |  0.4% ] 昙宙太郎 - 笑傲昙天
[ 28 | 00466 |  0.3% ] 圆宏则 - 白箱
[ 29 | 00355 |  0.3% ] 未门牙王 - 未来卡搭档对战
[ 30 | 00342 |  0.2% ] 粟楠道元 - 无头骑士异闻录×2 承
[ 31 | 00342 |  0.2% ] 基山广 - 闪电十一人剧场版 超次元梦幻比赛
[ 32 | 00311 |  0.2% ] 朱利奥·飞鸟·米斯尔奇 - CROSSANGE 天使与龙的轮舞
[ 33 | 00285 |  0.2% ] 星爵 - 天雷争霸 复仇者联盟
[ 34 | 00276 |  0.2% ] 三神岚 - 绝命制裁X
[ 35 | 00218 |  0.2% ] 有乐亭八云 - 昭和元禄落语心中OVA
[ 36 | 00213 |  0.2% ] 弗雷德 - 魔神之骨
[ 37 | 00139 |  0.1% ] 黑岳哲也 - 未来卡搭档对战
[ 38 | 00126 |  0.1% ] 安城守 - 卡片战斗先导者G
[ 39 | 00108 |  0.1% ] Takaya - 女神异闻录3剧场版
[ 40 | 00106 |  0.1% ] 达斯汀·莫甘 - 苍穹之法芙娜EXODUS
[ 41 | 00087 |  0.1% ] 甘木生马 - 少年好莱坞 第二季
[ 42 | 00029 |  0.0% ] 伊安 - 魔神之骨

2015-11-10 晋级数据 TOP100 女子组 (总票数: 148137)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 25818 | 17.4% ] 安娜·锦之宫 - 没有黄段子存在的无聊世界
[ 02 | 15418 | 10.4% ] 岁纳京子 - 摇曳百合OVA
[ 03 | 13026 |  8.8% ] 春野樱 - 火影忍者 疾风传
[ 04 | 10619 |  7.2% ] 律 - 暗杀教室
[ 05 | 08690 |  5.9% ] 海老名姬菜 - 我的青春恋爱物语果然有问题 第二季
[ 06 | 07446 |  5.0% ] 神崎灯代 - 日常系的异能战斗
[ 07 | 06199 |  4.2% ] 姬岛朱乃 - 高校龙中龙D×D BorN
[ 08 | 05712 |  3.9% ] 小路绫 - 黄金拼图 第二季
[ 09 | 04985 |  3.4% ] 米希奥蕾·F·比斯科迪 - DOG DAYS 第三季
[ 10 | 04400 |  3.0% ] 雪染菊理 - K MISSING KINGS
[ 11 | 04201 |  2.8% ] 香磷 - 火影忍者 疾风传
[ 12 | 03879 |  2.6% ] 宫内一穗 - 悠哉日常大王 第二季
[ 13 | 03806 |  2.6% ] 中村莉樱 - 暗杀教室
[ 14 | 03018 |  2.0% ] 希儿·福罗瓦 - 在地下城寻求邂逅是否搞错了什么
[ 15 | 03001 |  2.0% ] 蕾昂米修莉·加雷特·德·罗瓦 - DOG DAYS 第三季
[ 16 | 02961 |  2.0% ] 柳德米拉·劳里 - 魔弹之王与战姬
[ 17 | 02899 |  2.0% ] 铃木佳奈 - 大图书馆的牧羊人
[ 18 | 02447 |  1.7% ] 洛丝维亚瑟 - 高校龙中龙D×D BorN
[ 19 | 01522 |  1.0% ] 霜月美佳 - 心理测量者 第二季
[ 20 | 01512 |  1.0% ] 樱田葵 - 城下町的蒲公英
[ 21 | 01421 |  1.0% ] 犬吠埼风 - 结城友奈是勇者
[ 22 | 01353 |  0.9% ] 刑部莳绘 - 苍蓝钢铁的琶音DC
[ 23 | 01153 |  0.8% ] 比山拉拉 - 希德尼娅的骑士 第二季
[ 24 | 01095 |  0.7% ] 雪村葵 - 向山进发 第二季
[ 25 | 00959 |  0.6% ] 蒲原智美 - 咲日和
[ 26 | 00942 |  0.6% ] 三谷加奈惠 - 玉响剧场版
[ 27 | 00929 |  0.6% ] 汉娜·尤丝缇娜·马尔塞尤 - 强袭魔女新OVA
[ 28 | 00873 |  0.6% ] 喜久子 - 黑白小姐 第二季
[ 29 | 00737 |  0.5% ] 野口笑子 - 樱桃小丸子 第二季
[ 30 | 00685 |  0.5% ] 梅莉尔·夏贝特 - ChaosDragon赤龙战役
[ 31 | 00678 |  0.5% ] 美穗 - 乌瑟的穷困生活 第三季
[ 32 | 00652 |  0.4% ] 玲鹿 - 斩·赤红之瞳
[ 33 | 00637 |  0.4% ] 樱田岬 - 城下町的蒲公英
[ 34 | 00634 |  0.4% ] 多华宫霞 - 魔女的使命OAD
[ 35 | 00500 |  0.3% ] 莎玛莉 - 希德尼娅的骑士 第二季
[ 36 | 00483 |  0.3% ] 豪德寺佳代 - 生存游戏部OVA
[ 37 | 00389 |  0.3% ] 早川殿 - 战国无双
[ 38 | 00337 |  0.2% ] 柾木阿重霞树雷 - 爱·天地无用
[ 39 | 00319 |  0.2% ] 原寿美铃 - 暗杀教室
[ 40 | 00316 |  0.2% ] 土夏彦八重 - 夜樱四重奏OAD
[ 41 | 00308 |  0.2% ] 铃城沙织 - 白银的意志 ARGEVOLLEN
[ 42 | 00268 |  0.2% ] 法条美树 - 侦探歌剧少女福尔摩斯TD
[ 43 | 00222 |  0.1% ] 川流桃 - 爱·天地无用
[ 44 | 00154 |  0.1% ] 安城常叶 - 卡片战斗先导者G
[ 45 | 00133 |  0.1% ] 原田真琴 - 宇宙战舰大和号2199 追忆的航海
[ 46 | 00121 |  0.1% ] 美依 - 漫研部 TV未放送
[ 47 | 00118 |  0.1% ] 绿风芙羽梨 - 美妙天堂
[ 48 | 00060 |  0.0% ] 龙神智子 - 魔神之骨
[ 49 | 00053 |  0.0% ] 吴屋濑名知子 - 健全机斗士OVA
[ 50 | 00049 |  0.0% ] 杰西卡·佳农 - 天雷争霸 复仇者联盟

2015-11-10 晋级数据 TOP100 男子组 (总票数: 141977)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 33454 | 23.6% ] Lancer - Fate/stay night [UBW]
[ 02 | 23731 | 16.7% ] 折原临也 - 无头骑士异闻录×2 承
[ 03 | 19837 | 14.0% ] 空条承太郎 - JOJO的奇妙冒险 星尘斗士 埃及篇
[ 04 | 10279 |  7.2% ] 本场猛(崩巴) - 干物妹小埋
[ 05 | 08504 |  6.0% ] 藤野清志 - 监狱学园
[ 06 | 06031 |  4.2% ] 药师兜 - 火影忍者 疾风传
[ 07 | 03683 |  2.6% ] 比鲁斯 - 龙珠·超
[ 08 | 03509 |  2.5% ] 扎克 - 可塑性记忆
[ 09 | 03340 |  2.4% ] 荒木光太郎 - 电波教师
[ 10 | 03064 |  2.2% ] 游斗 - 游戏王ARC-V
[ 11 | 02643 |  1.9% ] 苏·哈克 - 晨曦公主
[ 12 | 02628 |  1.9% ] 前原阳斗 - 暗杀教室
[ 13 | 02423 |  1.7% ] 波鲁斯 - 斩·赤红之瞳
[ 14 | 02222 |  1.6% ] 柊暮人 - 终结的炽天使
[ 15 | 02156 |  1.5% ] 樱田修 - 城下町的蒲公英
[ 16 | 02050 |  1.4% ] 樱井良 - 黑子的篮球 第三季
[ 17 | 01907 |  1.3% ] 渡边隼 - 白箱
[ 18 | 01792 |  1.3% ] 忍足侑士 - 新网球王子OVA vs Genius10
[ 19 | 00953 |  0.7% ] 苍月潮 - 潮与虎
[ 20 | 00817 |  0.6% ] 风鸣弦十郎 - 战姬绝唱GX
[ 21 | 00781 |  0.6% ] 椿剑太郎 - 山田君与七个魔女
[ 22 | 00730 |  0.5% ] 岐神海苔夫 - 希德尼娅的骑士 第二季
[ 23 | 00714 |  0.5% ] 芥川慈郎 - 新网球王子OVA vs Genius10
[ 24 | 00643 |  0.5% ] 迅悠一 - 境界触发者
[ 25 | 00591 |  0.4% ] 八百比邦夫 - 玉子市场 剧场版
[ 26 | 00529 |  0.4% ] 贝尔库·卡切 - 科学小飞侠Crowds 第二季
[ 27 | 00401 |  0.3% ] 柾木天地 - 爱·天地无用
[ 28 | 00358 |  0.3% ] 堂马广登 - 苍穹之法芙娜EXODUS
[ 29 | 00355 |  0.3% ] 铁拳寺堂胜 - 蜡笔小新2014剧场版
[ 30 | 00335 |  0.2% ] 天久将马 - 健全机斗士OVA
[ 31 | 00309 |  0.2% ] 常盘信彦 - 玉子市场 剧场版
[ 32 | 00256 |  0.2% ] Shining早乙女 - 歌之王子殿下 第三季
[ 33 | 00220 |  0.2% ] 天田乾 - 女神异闻录3剧场版
[ 34 | 00218 |  0.2% ] 雷信 - 潮与虎
[ 35 | 00182 |  0.1% ] 别西卜 - 巴哈姆特之怒
[ 36 | 00073 |  0.1% ] 武茶家 - 决斗大师VS
[ 37 | 00072 |  0.1% ] 三浦教练 - 网球优等生 第二季
[ 38 | 00041 |  0.0% ] 理查德·坂田 - 新网球王子OVA vs Genius10
[ 39 | 00041 |  0.0% ] 薮助治 - 宇宙战舰大和号2199 追忆的航海
