每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 04 | 13429 |  9.0% ] 玛茵 - 斩·赤红之瞳
[ 05 | 12137 |  8.1% ] 园原杏里 - 无头骑士异闻录×2 承
[ 06 | 07269 |  4.9% ] 中森青子 - 魔术快斗1412
[ 07 | 07041 |  4.7% ] 近藤勋(♀) - 银魂°
[ 08 | 06144 |  4.1% ] 栗原千代 - 监狱学园
[ 09 | 05723 |  3.8% ] 黑咲芽亚 - ToLoveRu Darkness 2nd
[ 10 | 04798 |  3.2% ] 田中明日香 - 吹响！上低音号
[ 11 | 04660 |  3.1% ] 粟楠茜 - 无头骑士异闻录×2 承
[ 12 | 04033 |  2.7% ] 樱杏子(小丸子的姐姐) - 樱桃小丸子 第二季
[ 13 | 02836 |  1.9% ] 布尔玛 - 龙珠·超
[ 14 | 02807 |  1.9% ] 峰不二子 - 鲁邦三世剧场版 次元大介的墓碑
[ 15 | 02589 |  1.7% ] 伦·艾尔西·裘利亚 - ToLoveRu Darkness 2nd
[ 16 | 02457 |  1.6% ] 三宫三叶 - 终结的炽天使
[ 17 | 02340 |  1.6% ] 爱莎·阿尔杰特 - 高校龙中龙D×D BorN
[ 18 | 02019 |  1.3% ] 猪熊阳子 - 黄金拼图 第二季
[ 19 | 01626 |  1.1% ] 泉信子 - 寄生兽 生命的准则
[ 20 | 01621 |  1.1% ] 蜜桃真纪 - 鬼灯的冷彻OAD
[ 21 | 01594 |  1.1% ] 武藏 - 苍蓝钢铁的琶音DC
[ 22 | 01369 |  0.9% ] 山奈弥勒 - 七人魔法使
[ 23 | 01206 |  0.8% ] 嬉野纱弓实 - 大图书馆的牧羊人
[ 24 | 01173 |  0.8% ] 江口夕 - 天才麻将少女 阿知贺篇SP
[ 25 | 01123 |  0.8% ] 久乃木爱 - 白箱
[ 26 | 00892 |  0.6% ] 本田未央 - 偶像大师 灰姑娘女孩
[ 27 | 00844 |  0.6% ] 艾莉卡 - 黑街
[ 28 | 00807 |  0.5% ] 百合咲露露 - 百合熊岚
[ 29 | 00603 |  0.4% ] 樱 - 如果折断她的旗OAD
[ 30 | 00571 |  0.4% ] 白神叶子 - 其实我是
[ 31 | 00385 |  0.3% ] 未来 - 闪乱神乐OVA
[ 32 | 00358 |  0.2% ] 豆千代 - 旋转少女
[ 33 | 00318 |  0.2% ] 田中心春 - 摸索吧！部活剧 第三季
[ 34 | 00288 |  0.2% ] 福山舞 - 偶像大师 灰姑娘女孩
[ 35 | 00278 |  0.2% ] Mega Drive - 世嘉硬件女孩
[ 36 | 00274 |  0.2% ] 小鸟游薰子 - 教室危机
[ 37 | 00206 |  0.1% ] 宫内希 - 临时女友
[ 38 | 00195 |  0.1% ] 执行玖仁子 - 旋转少女
[ 39 | 00173 |  0.1% ] 樱井明音 - 临时女友
[ 40 | 00157 |  0.1% ] 藤原雅 - 偶像活动 第三季
[ 41 | 00136 |  0.1% ] 冬田美铃 - 樱桃小丸子 第二季
[ 42 | 00113 |  0.1% ] 羽原秋 - 旋转少女
[ 43 | 00105 |  0.1% ] 美月 - 宝石宠物Lady
[ 44 | 00099 |  0.1% ] 克萝·温克尔 - CodeGeass亡国的阿基德
[ 45 | 00098 |  0.1% ] 苍月须磨子 - 潮与虎
[ 46 | 00095 |  0.1% ] 白鹭美酒 - 世界征服谋略之星OVA
[ 47 | 00083 |  0.1% ] 花冈翼 - 教室危机
[ 48 | 00078 |  0.1% ] 忌梦 - 闪乱神乐OVA
[ 49 | 00057 |  0.0% ] 未门花子 - 未来卡搭档对战
[ 50 | 00056 |  0.0% ] 光 - CROSSANGE 天使与龙的轮舞

2015-11-27 晋级数据 TOP100 男子组 (总票数: 128910)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 26862 | 20.8% ] 冲田总悟 - 银魂°
[ 02 | 22677 | 17.6% ] 有马公生 - 四月是你的谎言
[ 03 | 17371 | 13.5% ] 特拉法尔加·D·瓦铁尔·罗 - 海贼王
[ 04 | 15513 | 12.0% ] 日向秀树 - Angel Beats OVA
[ 05 | 15027 | 11.7% ] 黄濑凉太 - 黑子的篮球 第三季
[ 06 | 06090 |  4.7% ] 日向阿基德 - CodeGeass亡国的阿基德
[ 07 | 03409 |  2.6% ] 木场祐斗 - 高校龙中龙D×D BorN
[ 08 | 03022 |  2.3% ] 濑名泉水 - 恋爱舞台OVA
[ 09 | 02496 |  1.9% ] 绿永将 - 青春×机关枪
[ 10 | 01664 |  1.3% ] 真壁一骑 - 苍穹之法芙娜EXODUS
[ 11 | 01461 |  1.1% ] 豪泽尔 - 七大罪
[ 12 | 01346 |  1.0% ] 利弗·兰格·德·夏·哈尔瓦 - DOG DAYS 第三季
[ 13 | 01276 |  1.0% ] 今泉俊辅 - 飙速宅男 第二季
[ 14 | 01088 |  0.8% ] 弗洛迪 - 圣斗士星矢 黄金魂
[ 15 | 01068 |  0.8% ] 向日岳人 - 新网球王子OVA vs Genius10
[ 16 | 01011 |  0.8% ] 吉田大成 - 暗杀教室
[ 17 | 00720 |  0.6% ] 夜久卫辅 - 排球少年剧场版
[ 18 | 00714 |  0.6% ] 近卫辉 - 姐姐妄想日记OVA
[ 19 | 00639 |  0.5% ] 新开隼人 - 飙速宅男 第二季
[ 20 | 00587 |  0.5% ] 长船·KENNY·英太郎 - 寻找遗失的未来
[ 21 | 00464 |  0.4% ] 井伊直政 - 战国无双
[ 22 | 00423 |  0.3% ] 酒吞童子 - 旋转少女
[ 23 | 00391 |  0.3% ] 岚山准 - 境界触发者
[ 24 | 00348 |  0.3% ] 一乃谷天间 - 常住战阵虫奉行OVA
[ 25 | 00310 |  0.2% ] 三郎 - 海螺小姐
[ 26 | 00294 |  0.2% ] 安德烈·法尔内斯 - CodeGeass亡国的阿基德
[ 27 | 00269 |  0.2% ] 岛左近 - 战国无双
[ 28 | 00267 |  0.2% ] 手岛纯太 - 飙速宅男 第二季
[ 29 | 00254 |  0.2% ] 芦屋睦月 - 笑傲昙天
[ 30 | 00251 |  0.2% ] 冈田奏 - 其实我是
[ 31 | 00216 |  0.2% ] 箕国起助 - ALDNOAH ZERO 第二季
[ 32 | 00193 |  0.1% ] 尼古拉·阿弗多托尔 - 棺姬嘉依卡 第二季
[ 33 | 00183 |  0.1% ] 雾羽和久 - 教室危机
[ 34 | 00169 |  0.1% ] 拓植龙二 - 新网球王子OVA vs Genius10
[ 35 | 00159 |  0.1% ] 相原义一 - 宇宙战舰大和号2199 追忆的航海
[ 36 | 00140 |  0.1% ] 空筱翼人 - 创圣的大天使Logos
[ 37 | 00121 |  0.1% ] 阿纳朵拉 - 境界触发者
[ 38 | 00106 |  0.1% ] 伊吹浩二 - 卡片战斗先导者G
[ 39 | 00080 |  0.1% ] 新田真 - 卡片战斗先导者G
[ 40 | 00062 |  0.0% ] 迫田利木 - 舞力四射
[ 41 | 00053 |  0.0% ] 摩斯 - 魔神之骨
[ 42 | 00048 |  0.0% ] 基尔巴特 - 魔神之骨
[ 43 | 00042 |  0.0% ] 未门隆 - 未来卡搭档对战
[ 44 | 00026 |  0.0% ] 卡巴里奥 - 魔神之骨

2015-11-26 晋级数据 TOP100 女子组 (总票数: 162713)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 24025 | 14.8% ] 海老名菜菜 - 干物妹小埋
[ 02 | 23122 | 14.2% ] 由比浜结衣 - 我的青春恋爱物语果然有问题 第二季
[ 03 | 17666 | 10.9% ] 梦梦·贝莉雅·戴比路克 - ToLoveRu Darkness 2nd
[ 04 | 17642 | 10.8% ] 由依 - Angel Beats OVA
[ 05 | 13974 |  8.6% ] 北白川玉子 - 玉子市场 剧场版
[ 06 | 10861 |  6.7% ] 柳生九兵卫 - 银魂°
[ 07 | 07395 |  4.5% ] 温蒂·玛贝尔 - 妖精的尾巴 第二季
[ 08 | 06241 |  3.8% ] 泽部椿 - 四月是你的谎言
[ 09 | 06221 |  3.8% ] 莉雅丝·吉蒙里 - 高校龙中龙D×D BorN
[ 10 | 05402 |  3.3% ] 若菜羽衣 - 老婆是学生会长
[ 11 | 03144 |  1.9% ] 矢雾波江 - 无头骑士异闻录×2 承
[ 12 | 03138 |  1.9% ] 凰铃音 - IS2 OVA 世界清洗篇
[ 13 | 02260 |  1.4% ] 菲雅娜·雷·奥地西亚 - 精灵使的剑舞OVA
[ 14 | 02206 |  1.4% ] 吉冈双叶 - 青春之旅OAD
[ 15 | 02142 |  1.3% ] 卡娜·阿鲁佩洛娜 - 妖精的尾巴 第二季
[ 16 | 02005 |  1.2% ] 斋藤葵 - 吹响！上低音号
[ 17 | 01800 |  1.1% ] 杜嘉·露娜·马尔席 - GATE奇幻自卫队
[ 18 | 01532 |  0.9% ] 筱原绘里香 - 狼少女与黑王子
[ 19 | 01503 |  0.9% ] 平坂道反 - K MISSING KINGS
[ 20 | 01445 |  0.9% ] 户川汐音 - 天体的秩序
[ 21 | 01057 |  0.6% ] 雪风·帕尼托尼 - DOG DAYS 第三季
[ 22 | 00822 |  0.5% ] 千川千寻 - 偶像大师 灰姑娘女孩
[ 23 | 00817 |  0.5% ] 艾莉亚 - 斩·赤红之瞳
[ 24 | 00776 |  0.5% ] 猫田亚美 - 元气少女缘结神 第二季
[ 25 | 00647 |  0.4% ] 桑乃实香月 - 可塑性记忆
[ 26 | 00521 |  0.3% ] 羽佐间卡农 - 苍穹之法芙娜EXODUS
[ 27 | 00452 |  0.3% ] 直江兼续 - 百花缭乱OVA
[ 28 | 00447 |  0.3% ] 速水奏 - 偶像大师 灰姑娘女孩
[ 29 | 00364 |  0.2% ] 水无月香恋(Cure Aqua) - 光之美少女全明星 春季嘉年华
[ 30 | 00321 |  0.2% ] 蓝泽渚 - 其实我是
[ 31 | 00311 |  0.2% ] 小南桐绘 - 境界触发者
[ 32 | 00309 |  0.2% ] 由佳乃 - 忍者杀手
[ 33 | 00241 |  0.1% ] 千岁春 - 音乐少女
[ 34 | 00212 |  0.1% ] 迪艾琦·中岛 - 魔法少女奈叶ViVid
[ 35 | 00203 |  0.1% ] 大和亚季 - 偶像大师 灰姑娘女孩
[ 36 | 00191 |  0.1% ] 相乐惠美 - 临时女友
[ 37 | 00173 |  0.1% ] 美野里 - 闪乱神乐OVA
[ 38 | 00165 |  0.1% ] 暴风女 - 天雷争霸 复仇者联盟
[ 39 | 00161 |  0.1% ] 克里斯蒂娜 - 吸血鬼福尔摩斯
[ 40 | 00139 |  0.1% ] 加百列 - 巴哈姆特之怒
[ 41 | 00111 |  0.1% ] 鱼谷真理 - 玉子市场 剧场版
[ 42 | 00096 |  0.1% ] 手冢爱姫 - 狼少女与黑王子
[ 43 | 00080 |  0.0% ] 波野鲷子 - 海螺小姐
[ 44 | 00073 |  0.0% ] 桃菜 - 百万偶像
[ 45 | 00071 |  0.0% ] 爱 - 漫研部 TV未放送
[ 46 | 00059 |  0.0% ] 北条宇 - 美妙天堂
[ 47 | 00056 |  0.0% ] 黑须茱香 - 美妙天堂
[ 48 | 00054 |  0.0% ] 米莎·格兰德伍德 - 暴力宇宙海贼 亚空的深渊
[ 49 | 00033 |  0.0% ] 鬼之城红 - 爱·天地无用
[ 50 | 00027 |  0.0% ] 橘智惠子 - 法兰雀丝卡

2015-11-26 晋级数据 TOP100 男子组 (总票数: 148596)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 29651 | 20.0% ] 野崎梅太郎 - 月刊少女野崎君OVA
[ 02 | 26576 | 17.9% ] 艾伦·耶格尔 - 进击的巨人剧场版
[ 03 | 17339 | 11.7% ] 手冢国光 - 新网球王子OVA vs Genius10
[ 04 | 15218 | 10.2% ] 塔兹米 - 斩·赤红之瞳
[ 05 | 13945 |  9.4% ] 目暮十三 - 名侦探柯南
[ 06 | 05645 |  3.8% ] 世修 - 哆啦A梦
[ 07 | 04172 |  2.8% ] 迪米乌哥斯 - OVERLORD
[ 08 | 03875 |  2.6% ] 乾贞治 - 新网球王子OVA vs Genius10
[ 09 | 03180 |  2.1% ] 前泊 - 夏洛特
[ 10 | 02971 |  2.0% ] 天蝎座米罗 - 圣斗士星矢 黄金魂
[ 11 | 02936 |  2.0% ] 死侍 - 天雷争霸 复仇者联盟
[ 12 | 02935 |  2.0% ] 伊丹耀司 - GATE奇幻自卫队
[ 13 | 02498 |  1.7% ] 艾 - 火影忍者 疾风传
[ 14 | 02351 |  1.6% ] 塔斯克 - CROSSANGE 天使与龙的轮舞
[ 15 | 02134 |  1.4% ] 雾羽渚 - 教室危机
[ 16 | 01993 |  1.3% ] 藤木浩太 - 噬神者
[ 17 | 01678 |  1.1% ] 二郎 - 元气少女缘结神 第二季
[ 18 | 01457 |  1.0% ] 箱根有基 - 美男高校地球防卫部LOVE
[ 19 | 01389 |  0.9% ] 荒北靖友 - 飙速宅男 第二季
[ 20 | 01093 |  0.7% ] 朝日奈枣 - 兄弟战争OVA
[ 21 | 00795 |  0.5% ] 下吕阿古哉 - 美男高校地球防卫部LOVE
[ 22 | 00706 |  0.5% ] 真地勇志 - 那就是声优
[ 23 | 00532 |  0.4% ] 十文字翼 - 境界之轮回
[ 24 | 00519 |  0.3% ] 落合 - 希德尼娅的骑士 第二季
[ 25 | 00410 |  0.3% ] 近藤剑司 - 苍穹之法芙娜EXODUS
[ 26 | 00331 |  0.2% ] 岸恭助 - 夜樱四重奏OAD
[ 27 | 00288 |  0.2% ] 奥克鲁斯 - 死亡游行
[ 28 | 00283 |  0.2% ] 伊哥 - 女神异闻录3剧场版
[ 29 | 00248 |  0.2% ] 弗兰波瓦兹·夏路雷 - DOG DAYS 第三季
[ 30 | 00235 |  0.2% ] 御门零央 - 苍穹之法芙娜EXODUS
[ 31 | 00179 |  0.1% ] 月岛源十郎 - 常住战阵虫奉行OVA
[ 32 | 00170 |  0.1% ] 赫尔·盖茨 - 电波教师
[ 33 | 00124 |  0.1% ] 望月绫时 - 女神异闻录3剧场版
[ 34 | 00101 |  0.1% ] 卧炎响也 - 未来卡搭档对战
[ 35 | 00093 |  0.1% ] 波野海苔助 - 海螺小姐
[ 36 | 00088 |  0.1% ] 富田章 - GATE奇幻自卫队
[ 37 | 00076 |  0.1% ] 木下铁雄 - 团地友夫
[ 38 | 00066 |  0.0% ] 死神 - 未来卡搭档对战
[ 39 | 00065 |  0.0% ] 待宫荣吉 - 飙速宅男 第二季
[ 40 | 00062 |  0.0% ] 赫拉克鲁斯 - 圣斗士星矢 黄金魂
[ 41 | 00052 |  0.0% ] 佐佐木小次郎 - 决斗大师VS
[ 42 | 00049 |  0.0% ] 爱德华·格兰特 - 天雷争霸 复仇者联盟
[ 43 | 00048 |  0.0% ] 大六天魔王 - 战斗之魂 烈火魂
[ 44 | 00040 |  0.0% ] 晓佐助 - 战斗之魂 烈火魂

2015-11-25 晋级数据 TOP100 女子组 (总票数: 193180)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 37266 | 19.3% ] 白 - 游戏人生OVA
[ 02 | 32822 | 17.0% ] 神乐 - 银魂°
[ 03 | 29566 | 15.3% ] 高坂穗乃果 - Love Live! The School Idol Movie
[ 04 | 25834 | 13.4% ] 宫内莲华 - 悠哉日常大王 第二季
[ 05 | 09283 |  4.8% ] 堀江由衣 - 那就是声优
[ 06 | 07384 |  3.8% ] 芙蕾米·斯皮德龙 - 六花的勇者
[ 07 | 06866 |  3.6% ] 船见结衣 - 摇曳百合OVA
[ 08 | 05875 |  3.0% ] 朝仓凉子 - 小长门有希的消失
[ 09 | 05382 |  2.8% ] 尤莉叶.西格托娜 - 绝对双刃
[ 10 | 03702 |  1.9% ] 火野丽 - 美少女战士Crystal
[ 11 | 03376 |  1.7% ] 小敏感 - 没有黄段子存在的无聊世界
[ 12 | 03221 |  1.7% ] 出岛沙耶香 - 妄想学生会OVA
[ 13 | 02258 |  1.2% ] 小日 - 电器街的漫画店
[ 14 | 02061 |  1.1% ] 缇欧 - Falcom学园SC
[ 15 | 01903 |  1.0% ] 九十九朔夜 - 绝对双刃
[ 16 | 01655 |  0.9% ] 爱泽咲夜 - 旋风管家OAD
[ 17 | 01270 |  0.7% ] 相川绘理 - 纯情罗曼史3
[ 18 | 00965 |  0.5% ] 更识簪 - IS2 OVA 世界清洗篇
[ 19 | 00937 |  0.5% ] 加藤茉莉香 - 暴力宇宙海贼 亚空的深渊
[ 20 | 00923 |  0.5% ] 狭间绮罗罗 - 暗杀教室
[ 21 | 00836 |  0.4% ] 蒂塔 - 魔弹之王与战姬
[ 22 | 00803 |  0.4% ] 西园寺理香 - 山田君与七个魔女
[ 23 | 00730 |  0.4% ] 大路道子 - 玉子市场 剧场版
[ 24 | 00697 |  0.4% ] 阿德莱德·格兰玛尼亚 - DOG DAYS 第三季
[ 25 | 00686 |  0.4% ] 穗高雅 - 绝对双刃
[ 26 | 00660 |  0.3% ] 小日向美穗 - 偶像大师 灰姑娘女孩
[ 27 | 00626 |  0.3% ] 乌丸樱 - 黄金拼图 第二季
[ 28 | 00602 |  0.3% ] 希路达 - 圣斗士星矢 黄金魂
[ 29 | 00522 |  0.3% ] 段段原照代 - 蜡笔小新2014剧场版
[ 30 | 00517 |  0.3% ] 葛城 - 闪乱神乐OVA
[ 31 | 00416 |  0.2% ] 克拉里菲耶·爱因兹·帕斯提亚修 - DOG DAYS 第三季
[ 32 | 00411 |  0.2% ] 乌莉斯 - 选择扩散者
[ 33 | 00392 |  0.2% ] 甲斐姬 - 战国无双
[ 34 | 00384 |  0.2% ] 魉呼 - 爱·天地无用
[ 35 | 00357 |  0.2% ] 四叶有栖(Cure Rosetta) - 光之美少女全明星 春季嘉年华
[ 36 | 00326 |  0.2% ] 米迦勒 - 纯洁的玛利亚
[ 37 | 00282 |  0.1% ] 明堂院树(Cure Sunshine) - 光之美少女全明星 春季嘉年华
[ 38 | 00271 |  0.1% ] 桃园牧奈 - 电波教师
[ 39 | 00206 |  0.1% ] 江藤胡桃 - 临时女友
[ 40 | 00191 |  0.1% ] 艾尔德拉 - 选择扩散者
[ 41 | 00130 |  0.1% ] 园田萌舞子 - 摸索吧！部活剧 第三季
[ 42 | 00121 |  0.1% ] 秋子 - 黑白小姐 第二季
[ 43 | 00096 |  0.0% ] 能年优奈 - 教室危机
[ 44 | 00092 |  0.0% ] 板场弓美 - 战姬绝唱GX
[ 45 | 00066 |  0.0% ] 天野铃铃羽 - 未来卡搭档对战
[ 46 | 00059 |  0.0% ] Miss Shamour - Go!Princess光之美少女
[ 47 | 00046 |  0.0% ] 泰斯拉 - 快盗天使双胞胎OVA
[ 48 | 00041 |  0.0% ] 宇木潜 - 未来卡搭档对战
[ 49 | 00041 |  0.0% ] 佐野启子 - 敢达创战者TRY
[ 50 | 00024 |  0.0% ] 栗原有汉 - 爱·天地无用

2015-11-25 晋级数据 TOP100 男子组 (总票数: 189411)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 38150 | 20.1% ] 卫宫切嗣 - Fate/stay night [UBW]
[ 02 | 24521 | 12.9% ] 罗罗诺亚·索隆 - 海贼王
[ 03 | 21491 | 11.3% ] 越前龙马 - 新网球王子OVA vs Genius10
[ 04 | 19774 | 10.4% ] 阿虚 - 小长门有希的消失
[ 05 | 18360 |  9.7% ] 伏见猿比古 - K MISSING KINGS
[ 06 | 16952 |  8.9% ] 八田美咲 - K MISSING KINGS
[ 07 | 08728 |  4.6% ] 神乐(♂) - 银魂°
[ 08 | 08180 |  4.3% ] 大木博士 - 宠物小精灵XY
[ 09 | 07636 |  4.0% ] 四宫小次郎 - 食戟之灵
[ 10 | 07444 |  3.9% ] 观束总二 - 我要成为双马尾
[ 11 | 03990 |  2.1% ] 马卡罗夫·朵勒阿 - 妖精的尾巴 第二季
[ 12 | 03472 |  1.8% ] 赛门·布里兹涅夫 - 无头骑士异闻录×2 承
[ 13 | 01550 |  0.8% ] 美剑咲夜 - 学园Handsome OVA
[ 14 | 01293 |  0.7% ] 四之宫那月 - 歌之王子殿下 第三季
[ 15 | 01019 |  0.5% ] 猪熊空太 - 黄金拼图 第二季
[ 16 | 00772 |  0.4% ] 小町小吉 - 火星异种
[ 17 | 00729 |  0.4% ] 雷涅·西姆 - 终结的炽天使
[ 18 | 00666 |  0.4% ] 红林香月 - 选择扩散者
[ 19 | 00633 |  0.3% ] 豪炎寺修也 - 闪电十一人剧场版 超次元梦幻比赛
[ 20 | 00479 |  0.3% ] 花房吉尔贝尔 - 早安恋味蛋糕店
[ 21 | 00390 |  0.2% ] 枇枇木丈 - 科学小飞侠Crowds 第二季
[ 22 | 00389 |  0.2% ] 仓持洋一 - 钻石王牌
[ 23 | 00349 |  0.2% ] 青八木一 - 飙速宅男 第二季
[ 24 | 00296 |  0.2% ] 清水富雄 - 玉子市场 剧场版
[ 25 | 00278 |  0.1% ] 大和祐大 - 新网球王子OVA vs Genius10
[ 26 | 00233 |  0.1% ] 杉山聪 - 樱桃小丸子 第二季
[ 27 | 00188 |  0.1% ] 奈良坂透 - 境界触发者
[ 28 | 00168 |  0.1% ] 埃米利奥·贝尼迪特 - 黑街
[ 29 | 00165 |  0.1% ] 葵井仁 - 早安恋味蛋糕店
[ 30 | 00161 |  0.1% ] 堀尾聪史 - 新网球王子OVA vs Genius10
[ 31 | 00151 |  0.1% ] 莉莉亚安德·藏兔座 - 新网球王子OVA vs Genius10
[ 32 | 00122 |  0.1% ] 沟口恭介 - 苍穹之法芙娜EXODUS
[ 33 | 00120 |  0.1% ] 虎堂升 - 未来卡搭档对战
[ 34 | 00115 |  0.1% ] J·J·罗宾逊 - 科学小飞侠Crowds 第二季
[ 35 | 00110 |  0.1% ] 河豚田鳟夫 - 海螺小姐
[ 36 | 00099 |  0.1% ] 阿罗玛 - Go!Princess光之美少女
[ 37 | 00078 |  0.0% ] 炎龙火吕 - 龙收藏
[ 38 | 00039 |  0.0% ] 黑羽春风 - 新网球王子OVA vs Genius10
[ 39 | 00035 |  0.0% ] 后藤 - 阿茹茉妮
[ 40 | 00028 |  0.0% ] 南健太郎 - 新网球王子OVA vs Genius10
[ 41 | 00021 |  0.0% ] 根付荣藏 - 境界触发者
[ 42 | 00020 |  0.0% ] 广泽大地 - 少年好莱坞 第二季
[ 43 | 00017 |  0.0% ] 兼丸福多 - 英雄银行

2015-11-24 晋级数据 TOP100 女子组 (总票数: 172547)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 32347 | 18.7% ] 矢泽妮可 - Love Live! The School Idol Movie
[ 02 | 21881 | 12.7% ] 栉名安娜 - K MISSING KINGS
[ 03 | 16989 |  9.8% ] 赤座灯里 - 摇曳百合OVA
[ 04 | 14563 |  8.4% ] 结城美柑 - ToLoveRu Darkness 2nd
[ 05 | 11341 |  6.6% ] 源静香 - 哆啦A梦
[ 06 | 08854 |  5.1% ] 安原绘麻 - 白箱
[ 07 | 08590 |  5.0% ] 忍野扇 - 凭物语
[ 08 | 07932 |  4.6% ] 伊丽莎白·里昂妮丝 - 七大罪
[ 09 | 06213 |  3.6% ] 越谷夏海 - 悠哉日常大王 第二季
[ 10 | 05633 |  3.3% ] 宫本琉璃 - 伪恋 第二季
[ 11 | 05031 |  2.9% ] 朱毕安·罗克丝 - 妖精的尾巴 第二季
[ 12 | 04263 |  2.5% ] 艾瑟依拉姆·薇瑟·艾莉欧斯亚 - ALDNOAH ZERO 第二季
[ 13 | 04130 |  2.4% ] 波岛出海 - 路人女主的养成方法
[ 14 | 02958 |  1.7% ] 娜榭塔妮亚 - 六花的勇者
[ 15 | 02009 |  1.2% ] 琪琪 - 龙珠·超
[ 16 | 01805 |  1.0% ] 三隅伦 - 老婆是学生会长
[ 17 | 01676 |  1.0% ] 音砂见张 - 漫画家与助手们OVA
[ 18 | 01530 |  0.9% ] 瑟拉拉 - 记录的地平线 第二季
[ 19 | 01504 |  0.9% ] 小玉 - 选择扩散者
[ 20 | 01416 |  0.8% ] 目时 - 夏洛特
[ 21 | 01291 |  0.7% ] 三波丽花 - 东京食尸鬼【JACK】
[ 22 | 00945 |  0.5% ] 玛莉艾儿 - 记录的地平线 第二季
[ 23 | 00850 |  0.5% ] 晓切歌 - 战姬绝唱GX
[ 24 | 00799 |  0.5% ] 酒酒井水绘 - 心理测量者 第二季
[ 25 | 00770 |  0.4% ] 神木未来 - 敢达创战者TRY
[ 26 | 00672 |  0.4% ] 绪方智绘里 - 偶像大师 灰姑娘女孩
[ 27 | 00640 |  0.4% ] 多田李衣菜 - 偶像大师 灰姑娘女孩
[ 28 | 00627 |  0.4% ] 北条加莲 - 偶像大师 灰姑娘女孩
[ 29 | 00497 |  0.3% ] QUEEN - 怪盗JOKER
[ 30 | 00461 |  0.3% ] 四季 - 闪乱神乐OVA
[ 31 | 00459 |  0.3% ] 洁丝特 - 新妹魔王的契约者
[ 32 | 00449 |  0.3% ] 美墨渚(Cure Black) - 光之美少女全明星 春季嘉年华
[ 33 | 00415 |  0.2% ] 新庄香苗 - 网球并不可笑嘛 第四季
[ 34 | 00404 |  0.2% ] 橘爱丽丝 - 偶像大师 灰姑娘女孩
[ 35 | 00362 |  0.2% ] 桐条美鹤 - 女神异闻录3剧场版
[ 36 | 00275 |  0.2% ] 见吉奈央 - 临时女友
[ 37 | 00274 |  0.2% ] 佐藤阳菜 - 摸索吧！部活剧 第三季
[ 38 | 00266 |  0.2% ] 片桐镜华 - 枪神斯托拉塔斯
[ 39 | 00257 |  0.1% ] 鹰取小夜 - 潮与虎
[ 40 | 00251 |  0.1% ] 弗莱娅 - 圣斗士星矢 黄金魂
[ 41 | 00216 |  0.1% ] 荒木比奈 - 偶像大师 灰姑娘女孩
[ 42 | 00153 |  0.1% ] 索菲亚·斑鸠·米斯尔奇 - CROSSANGE 天使与龙的轮舞
[ 43 | 00122 |  0.1% ] 凯特·诺瓦克 - CodeGeass亡国的阿基德
[ 44 | 00094 |  0.1% ] 安藤创世 - 战姬绝唱GX
[ 45 | 00083 |  0.0% ] 奥莉薇亚·罗威尔 - CodeGeass亡国的阿基德
[ 46 | 00075 |  0.0% ] 大谷场南 - 浦和小调
[ 47 | 00062 |  0.0% ] 格琉希尔德·塞雷尼提 - 暴力宇宙海贼 亚空的深渊
[ 48 | 00058 |  0.0% ] 凉子 - 阿茹茉妮
[ 49 | 00035 |  0.0% ] 未空稻穗 - 妖怪手表
[ 50 | 00020 |  0.0% ] 琳·兰美达 - 暴力宇宙海贼 亚空的深渊

2015-11-24 晋级数据 TOP100 男子组 (总票数: 154148)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 35231 | 22.9% ] 吉尔伽美什 - Fate/stay night [UBW]
[ 02 | 17685 | 11.5% ] 葛木宗一郎 - Fate/stay night [UBW]
[ 03 | 15935 | 10.3% ] 一色慧 - 食戟之灵
[ 04 | 09645 |  6.3% ] 特兰克斯 - 龙珠改 魔人布欧篇
[ 05 | 08944 |  5.8% ] 布兰德 - 斩·赤红之瞳
[ 06 | 07518 |  4.9% ] 日向翔阳 - 排球少年剧场版
[ 07 | 05985 |  3.9% ] 高尾和成 - 黑子的篮球 第三季
[ 08 | 05767 |  3.7% ] 泷升 - 吹响！上低音号
[ 09 | 05757 |  3.7% ] 须佐之男 - 斩·赤红之瞳
[ 10 | 04493 |  2.9% ] 和泉隼斗 - 老婆是学生会长
[ 11 | 04412 |  2.9% ] 德里寇 - 黑街
[ 12 | 04154 |  2.7% ] 出木衫 - 哆啦A梦
[ 13 | 02837 |  1.8% ] 悠 - 晨曦公主
[ 14 | 02297 |  1.5% ] 落合达也 - 白箱
[ 15 | 02109 |  1.4% ] 重吾 - 火影忍者 疾风传
