惨遭淘汰排行榜 男子组
序号: [ 日期 | 小组名次 | 票数 ] 人物名称 - 作品名称
631: [ 2015-11-06 | 25 | 00684 ] 三云修 - 境界触发者
632: [ 2015-12-01 | 23 | 00681 ] 比泉圆神 - 夜樱四重奏OAD
633: [ 2015-12-04 | 23 | 00679 ] 夜鸟 - 元气少女缘结神 第二季
634: [ 2015-11-12 | 22 | 00678 ] 本多忠胜 - 战国无双
635: [ 2015-11-05 | 24 | 00677 ] 斋藤 - 攻壳机动队ARISE TV版
636: [ 2015-11-01 | 24 | 00674 ] 扬 - 黑街
637: [ 2015-11-28 | 26 | 00672 ] 昙空丸 - 笑傲昙天
638: [ 2015-11-23 | 22 | 00669 ] 高峰一景 - 大图书馆的牧羊人
639: [ 2015-11-17 | 27 | 00669 ] 叶山小太郎 - 黑子的篮球 第三季
640: [ 2015-11-09 | 29 | 00669 ] 浅野真一郎 - 依丝卡
641: [ 2015-11-25 | 18 | 00666 ] 红林香月 - 选择扩散者
642: [ 2015-11-13 | 24 | 00661 ] 罗兰 - 魔弹之王与战姬
643: [ 2015-11-22 | 31 | 00656 ] 志贺慎吾 - 学园Handsome OVA
644: [ 2015-11-12 | 23 | 00655 ] Dr.时尚 - 斩·赤红之瞳
645: [ 2015-11-06 | 26 | 00652 ] 小野田真 - 夫妻成长日记 新OVA
646: [ 2015-11-23 | 23 | 00645 ] 村松拓哉 - 暗杀教室
647: [ 2015-12-02 | 28 | 00645 ] 刃 - SHOW BY ROCK!!
648: [ 2015-11-10 | 24 | 00643 ] 迅悠一 - 境界触发者
649: [ 2015-11-20 | 18 | 00642 ] 北白川福 - 玉子市场 剧场版
650: [ 2015-12-05 | 21 | 00641 ] 安德烈亚斯·里瑟 - 圣斗士星矢 黄金魂
651: [ 2015-12-01 | 24 | 00640 ] 柳生宗朗 - 百花缭乱OVA
652: [ 2015-11-27 | 19 | 00639 ] 新开隼人 - 飙速宅男 第二季
653: [ 2015-11-28 | 27 | 00636 ] 树人格鲁特 - 天雷争霸 复仇者联盟
654: [ 2015-11-15 | 27 | 00635 ] 风魔小太郎 - 战国无双
655: [ 2015-11-03 | 24 | 00635 ] 未门阳太 - 未来卡搭档对战
656: [ 2015-11-25 | 19 | 00633 ] 豪炎寺修也 - 闪电十一人剧场版 超次元梦幻比赛
657: [ 2015-11-03 | 25 | 00631 ] 草野 - 寄生兽 生命的准则
658: [ 2015-10-31 | 23 | 00629 ] 普里阿普斯 - 纯洁的玛利亚
659: [ 2015-11-07 | 29 | 00628 ] 势威一郎 - 希德尼娅的骑士 第二季
660: [ 2015-12-04 | 24 | 00624 ] 修☆造 - SHOW BY ROCK!!
661: [ 2015-11-13 | 25 | 00621 ] 无涯 - 常住战阵虫奉行OVA
662: [ 2015-11-12 | 24 | 00618 ] 樱田总一郎 - 城下町的蒲公英
663: [ 2015-11-12 | 25 | 00617 ] 席拉 - 斩·赤红之瞳
664: [ 2015-11-14 | 25 | 00613 ] 马可·博特 - 进击的巨人剧场版
665: [ 2015-11-08 | 29 | 00609 ] 本多晃 - 火星异种
666: [ 2015-11-13 | 26 | 00607 ] 朝日奈要 - 兄弟战争OVA
667: [ 2015-11-11 | 25 | 00606 ] 德川家康 - 战国无双
668: [ 2015-11-22 | 32 | 00604 ] 豺狼 - 妖精的尾巴 第二季
669: [ 2015-11-24 | 29 | 00603 ] 三木 - 寄生兽 生命的准则
670: [ 2015-11-19 | 21 | 00602 ] 乌养系心 - 排球少年剧场版
671: [ 2015-11-03 | 26 | 00595 ] 观月狮堂 - 夜樱四重奏OAD
672: [ 2015-11-15 | 28 | 00594 ] 有马燻 - 美男高校地球防卫部LOVE
673: [ 2015-11-03 | 27 | 00591 ] 岛大介 - 宇宙战舰大和号2199 追忆的航海
674: [ 2015-11-10 | 25 | 00591 ] 八百比邦夫 - 玉子市场 剧场版
675: [ 2015-11-15 | 29 | 00590 ] 黑豹 - 天雷争霸 复仇者联盟
676: [ 2015-12-01 | 25 | 00588 ] 早乙女拓也 - 学园Handsome OVA
677: [ 2015-11-09 | 30 | 00588 ] 西尾晖 - 苍穹之法芙娜EXODUS
678: [ 2015-11-23 | 24 | 00587 ] 神尾明 - 新网球王子OVA vs Genius10
679: [ 2015-11-27 | 20 | 00587 ] 长船·KENNY·英太郎 - 寻找遗失的未来
680: [ 2015-11-24 | 30 | 00583 ] 日下部忧 - 狼少女与黑王子
681: [ 2015-10-31 | 24 | 00582 ] 约瑟夫 - 纯洁的玛利亚
682: [ 2015-11-22 | 33 | 00579 ] 柊天利 - 终结的炽天使
683: [ 2015-11-03 | 28 | 00576 ] 帕兹 - 攻壳机动队ARISE TV版
684: [ 2015-11-11 | 26 | 00574 ] 石川 - 攻壳机动队ARISE TV版
685: [ 2015-11-28 | 28 | 00573 ] 茶渡·阿德金斯 - 黑街
686: [ 2015-11-21 | 20 | 00572 ] 石田三成 - 战国无双
687: [ 2015-11-14 | 26 | 00571 ] 克拉维斯 - 死亡游行
688: [ 2015-11-06 | 27 | 00571 ] 灰羽列夫 - 排球少年剧场版
689: [ 2015-12-04 | 25 | 00570 ] 橘清音 - 科学小飞侠Crowds 第二季
690: [ 2015-12-05 | 22 | 00569 ] 爱岛塞西尔 - 歌之王子殿下 第三季
691: [ 2015-10-31 | 25 | 00569 ] 马斯哈斯·洛丹特 - 魔弹之王与战姬
692: [ 2015-11-19 | 22 | 00567 ] 鬼怒川热史 - 美男高校地球防卫部LOVE
693: [ 2015-11-11 | 27 | 00565 ] 昙宙太郎 - 笑傲昙天
694: [ 2015-11-01 | 25 | 00564 ] 葵井一吹 - 早安恋味蛋糕店
695: [ 2015-11-01 | 26 | 00562 ] 武内树 - 头文字D 新剧场版
696: [ 2015-10-31 | 26 | 00556 ] 圆堂加农 - 闪电十一人剧场版 超次元梦幻比赛
697: [ 2015-12-02 | 29 | 00555 ] 早川充洋 - 黑子的篮球 第三季
698: [ 2015-12-05 | 23 | 00542 ] 牛岛若利 - 排球少年剧场版
699: [ 2015-10-31 | 27 | 00537 ] 艾米利欧 - DOG DAYS 第三季
700: [ 2015-11-15 | 30 | 00536 ] 日吉若 - 新网球王子OVA vs Genius10
701: [ 2015-10-31 | 28 | 00536 ] 天野景太 - 妖怪手表
702: [ 2015-11-01 | 27 | 00534 ] 风丸一郎太 - 闪电十一人剧场版 超次元梦幻比赛
703: [ 2015-11-26 | 23 | 00532 ] 十文字翼 - 境界之轮回
704: [ 2015-12-02 | 30 | 00531 ] 森山由孝 - 黑子的篮球 第三季
705: [ 2015-11-16 | 23 | 00530 ] 丰臣秀吉 - 战国无双
706: [ 2015-11-10 | 26 | 00529 ] 贝尔库·卡切 - 科学小飞侠Crowds 第二季
707: [ 2015-10-31 | 29 | 00528 ] 河原浩一 - 黑子的篮球 第三季
708: [ 2015-11-14 | 27 | 00527 ] 达尔克·法克特 - Falcom学园SC
709: [ 2015-11-06 | 28 | 00523 ] 丸尾荣一郎 - 网球优等生 第二季
710: [ 2015-11-06 | 29 | 00523 ] 北条氏康 - 战国无双
711: [ 2015-11-05 | 25 | 00522 ] 沢渡香 - 玉响剧场版
712: [ 2015-11-13 | 27 | 00522 ] 大路吾平 - 玉子市场 剧场版
713: [ 2015-11-12 | 26 | 00520 ] 庄司慎吾 - 头文字D 新剧场版
714: [ 2015-11-26 | 24 | 00519 ] 落合 - 希德尼娅的骑士 第二季
715: [ 2015-11-29 | 22 | 00517 ] 日比谷健 - 狼少女与黑王子
716: [ 2015-11-14 | 28 | 00517 ] 凯撒·利德法尔德 - 巴哈姆特之怒
717: [ 2015-11-12 | 27 | 00514 ] 彼方王子 - Go!Princess光之美少女
718: [ 2015-11-16 | 24 | 00514 ] 佐仓良树 - 白箱
719: [ 2015-11-23 | 25 | 00513 ] 山野边孝雄 - 可塑性记忆
720: [ 2015-11-23 | 26 | 00511 ] Life·Beauty - 百合熊岚
721: [ 2015-11-09 | 31 | 00508 ] 反田省太 - 天真无邪的乐园OAD
722: [ 2015-11-15 | 31 | 00505 ] 千岁千里 - 新网球王子OVA vs Genius10
723: [ 2015-11-17 | 28 | 00503 ] 绯焰 - ChaosDragon赤龙战役
724: [ 2015-11-23 | 27 | 00501 ] 都仓碧 - 雨色可可
725: [ 2015-11-29 | 23 | 00501 ] 洛伊德·欧文 - 空战魔导士候补生的教官
726: [ 2015-11-24 | 31 | 00501 ] 史雷 - 情热传说 导师的黎明
727: [ 2015-11-20 | 19 | 00499 ] 月影 - 游戏王ARC-V
728: [ 2015-11-05 | 26 | 00498 ] 雾野兰丸 - 闪电十一人剧场版 超次元梦幻比赛
729: [ 2015-12-05 | 24 | 00498 ] 海 - SHOW BY ROCK!!
730: [ 2015-11-09 | 32 | 00498 ] 西鲁维斯塔·阿西莫夫 - 火星异种
731: [ 2015-11-05 | 27 | 00496 ] 富良太志 - 东京食尸鬼【JACK】
732: [ 2015-11-07 | 30 | 00494 ] 矢岛尼尔斯 - 敢达创战者TRY
733: [ 2015-11-06 | 30 | 00494 ] 三村航辉 - 暗杀教室
734: [ 2015-12-04 | 26 | 00493 ] 坛太一 - 新网球王子OVA vs Genius10
735: [ 2015-11-14 | 29 | 00492 ] 结城哲也 - 钻石王牌
736: [ 2015-11-02 | 26 | 00491 ] 皮尼欧 - 翠星的加尔刚蒂亚OVA
737: [ 2015-11-17 | 29 | 00487 ] 岩濑启一 - 雨色可可
738: [ 2015-11-08 | 30 | 00486 ] 镖 - 潮与虎
739: [ 2015-11-12 | 28 | 00485 ] 大谷吉继 - 战国无双
740: [ 2015-11-25 | 20 | 00479 ] 花房吉尔贝尔 - 早安恋味蛋糕店
741: [ 2015-11-21 | 21 | 00479 ] 乌丸京介 - 境界触发者
742: [ 2015-11-24 | 32 | 00477 ] 凯恩 - 宝石宠物Lady
743: [ 2015-11-24 | 33 | 00476 ] 波玛 - 攻壳机动队ARISE TV版
744: [ 2015-11-18 | 25 | 00475 ] 真田信之 - 战国无双
745: [ 2015-11-09 | 33 | 00474 ] 赤马零王 - 游戏王ARC-V
746: [ 2015-11-15 | 32 | 00472 ] 卡拉维·里斯雷 - DOG DAYS 第三季
747: [ 2015-11-18 | 26 | 00472 ] 阪井凑 - 敢达创战者TRY
748: [ 2015-11-17 | 30 | 00470 ] 田所迅 - 飙速宅男 第二季
749: [ 2015-11-12 | 29 | 00470 ] 福富寿一 - 飙速宅男 第二季
750: [ 2015-12-03 | 30 | 00467 ] SPADE - 怪盗JOKER
751: [ 2015-11-11 | 28 | 00466 ] 圆宏则 - 白箱
752: [ 2015-11-21 | 22 | 00465 ] 春日隆平 - 黑子的篮球 第三季
753: [ 2015-11-27 | 21 | 00464 ] 井伊直政 - 战国无双
754: [ 2015-11-21 | 23 | 00457 ] 安布利欧 - CROSSANGE 天使与龙的轮舞
755: [ 2015-11-15 | 33 | 00448 ] 柊征志郎 - 终结的炽天使
756: [ 2015-12-05 | 25 | 00448 ] 须贺君雄 - 望实与君雄OVA
757: [ 2015-11-04 | 30 | 00447 ] 克劳斯·沃里克 - CodeGeass亡国的阿基德
758: [ 2015-11-28 | 29 | 00444 ] 布德大将军 - 斩·赤红之瞳
759: [ 2015-11-05 | 28 | 00442 ] 浮岳 - ChaosDragon赤龙战役
760: [ 2015-11-22 | 34 | 00440 ] 柊修造 - 游戏王ARC-V
761: [ 2015-11-30 | 23 | 00439 ] 镜莲儿 - 学园Handsome OVA
762: [ 2015-11-05 | 29 | 00438 ] 加拉哈德·沃夫 - 黑街
763: [ 2015-11-03 | 29 | 00438 ] 真田志郎 - 宇宙战舰大和号2199 追忆的航海
764: [ 2015-11-17 | 31 | 00436 ] 苏鲁特 - 圣斗士星矢 黄金魂
765: [ 2015-11-03 | 30 | 00428 ] 铃木理诘梦 - 科学小飞侠Crowds 第二季
766: [ 2015-10-31 | 30 | 00428 ] 加藤清正 - 战国无双
767: [ 2015-11-15 | 34 | 00425 ] 敏克 - 戏剧性谋杀 TV未放送
768: [ 2015-11-21 | 24 | 00425 ] 莱奥纳多·司德拉 - 棺姬嘉依卡 第二季
769: [ 2015-11-27 | 22 | 00423 ] 酒吞童子 - 旋转少女
770: [ 2015-11-29 | 24 | 00422 ] 玉木真一 - 山田君与七个魔女
771: [ 2015-11-17 | 32 | 00421 ] 忍者杀手 - 忍者杀手
772: [ 2015-11-22 | 35 | 00416 ] 米迦勒 - 巴哈姆特之怒
773: [ 2015-11-30 | 24 | 00413 ] A - 寄生兽 生命的准则
774: [ 2015-10-31 | 31 | 00411 ] 西条健太 - 台风的诺尔达
775: [ 2015-11-26 | 25 | 00410 ] 近藤剑司 - 苍穹之法芙娜EXODUS
776: [ 2015-11-20 | 20 | 00410 ] 舞木优 - 枕男子
777: [ 2015-11-20 | 21 | 00409 ] 金蒂 - 死亡游行
778: [ 2015-11-29 | 25 | 00405 ] 心内疗 - 动画心疗系
779: [ 2015-11-03 | 31 | 00405 ] 浦山椎太 - 新网球王子OVA vs Genius10
780: [ 2015-11-07 | 31 | 00403 ] 加藤三郎 - 宇宙战舰大和号2199 追忆的航海
781: [ 2015-11-30 | 25 | 00402 ] 斯特瑞克 - 黑街
782: [ 2015-11-16 | 25 | 00401 ] 土器连 - 可塑性记忆
783: [ 2015-11-10 | 27 | 00401 ] 柾木天地 - 爱·天地无用
784: [ 2015-10-31 | 32 | 00400 ] 神童拓人 - 闪电十一人剧场版 超次元梦幻比赛
785: [ 2015-11-13 | 28 | 00399 ] 巴德尔 - 圣斗士星矢 黄金魂
786: [ 2015-11-02 | 27 | 00398 ] 相马主计 - 法兰雀丝卡
787: [ 2015-12-03 | 31 | 00398 ] 原田太志 - 游戏王ARC-V
788: [ 2015-11-14 | 30 | 00396 ] 夏侯淳元让 - 一骑当千 Extravaganza Epoch
789: [ 2015-12-05 | 26 | 00391 ] 马克斯·桑德谢尔特 - 无头骑士异闻录×2 承
790: [ 2015-11-27 | 23 | 00391 ] 岚山准 - 境界触发者
791: [ 2015-11-07 | 32 | 00390 ] 修 - 闪电十一人剧场版 超次元梦幻比赛
792: [ 2015-11-25 | 21 | 00390 ] 枇枇木丈 - 科学小飞侠Crowds 第二季
793: [ 2015-11-25 | 22 | 00389 ] 仓持洋一 - 钻石王牌
794: [ 2015-11-24 | 34 | 00388 ] 阿八 - 怪盗JOKER
795: [ 2015-11-21 | 25 | 00387 ] 灰吹阳 - 创圣的大天使Logos
796: [ 2015-11-20 | 22 | 00385 ] 佐山流 - CodeGeass亡国的阿基德
797: [ 2015-11-12 | 30 | 00383 ] 泉静间 - 白银的意志 ARGEVOLLEN
798: [ 2015-11-12 | 31 | 00378 ] 德川彦左卫门 - 宇宙战舰大和号2199 追忆的航海
799: [ 2015-11-19 | 23 | 00374 ] 真嗣·韦伯 - 游戏王ARC-V
800: [ 2015-11-02 | 28 | 00373 ] 天根光 - 新网球王子OVA vs Genius10
801: [ 2015-10-31 | 33 | 00369 ] 长福丸 - 常住战阵虫奉行OVA
802: [ 2015-11-13 | 29 | 00369 ] 亚伯力克·基烈特 - 棺姬嘉依卡 第二季
803: [ 2015-11-16 | 26 | 00368 ] 太刀川庆 - 境界触发者
804: [ 2015-11-03 | 32 | 00366 ] 山本 - 潮与虎
805: [ 2015-11-24 | 35 | 00365 ] 巴纳德·萨布拉奇 - DOG DAYS 第三季
806: [ 2015-11-18 | 27 | 00364 ] 片仓小十郎 - 战国无双
807: [ 2015-11-20 | 23 | 00364 ] 大伴贵将 - 旋转少女
808: [ 2015-11-21 | 26 | 00363 ] 木岛威弗里德 - 敢达创战者TRY
809: [ 2015-11-17 | 33 | 00361 ] 米勒斯·麦尔 - 黑街
810: [ 2015-11-10 | 28 | 00358 ] 堂马广登 - 苍穹之法芙娜EXODUS
811: [ 2015-11-13 | 30 | 00358 ] 千切夜长 - 枕男子
812: [ 2015-12-01 | 26 | 00356 ] 土方岁三 - 法兰雀丝卡
813: [ 2015-11-11 | 29 | 00355 ] 未门牙王 - 未来卡搭档对战
814: [ 2015-11-30 | 26 | 00355 ] 灰崎祥吾 - 黑子的篮球 第三季
815: [ 2015-11-10 | 29 | 00355 ] 铁拳寺堂胜 - 蜡笔小新2014剧场版
816: [ 2015-11-30 | 27 | 00354 ] 神谷望 - 狼少女与黑王子
817: [ 2015-11-12 | 32 | 00354 ] 黑部由起夫 - 新网球王子OVA vs Genius10
818: [ 2015-11-16 | 27 | 00354 ] 松风天马 - 闪电十一人剧场版 超次元梦幻比赛
819: [ 2015-11-24 | 36 | 00354 ] 小凑亮介 - 钻石王牌
820: [ 2015-11-19 | 24 | 00353 ] 绪川慎次 - 战姬绝唱GX
821: [ 2015-11-25 | 23 | 00349 ] 青八木一 - 飙速宅男 第二季
822: [ 2015-11-24 | 37 | 00349 ] 真玉桥孝一 - 健全机斗士OVA
823: [ 2015-11-04 | 31 | 00348 ] 乔纳森·光弘·巴特蓝 - 苍穹之法芙娜EXODUS
824: [ 2015-12-03 | 32 | 00348 ] 平间 - 寄生兽 生命的准则
825: [ 2015-11-27 | 24 | 00348 ] 一乃谷天间 - 常住战阵虫奉行OVA
826: [ 2015-11-29 | 26 | 00346 ] 仓田武雄 - GATE奇幻自卫队
827: [ 2015-12-05 | 27 | 00345 ] SILVER HEART - 怪盗JOKER
828: [ 2015-12-04 | 27 | 00344 ] 鹰眼 - 天雷争霸 复仇者联盟
829: [ 2015-11-01 | 28 | 00343 ] 仓森志郎 - 寄生兽 生命的准则
830: [ 2015-11-01 | 29 | 00343 ] 吉恩·史麦拉斯 - CodeGeass亡国的阿基德
831: [ 2015-11-11 | 30 | 00342 ] 粟楠道元 - 无头骑士异闻录×2 承
832: [ 2015-11-11 | 31 | 00342 ] 基山广 - 闪电十一人剧场版 超次元梦幻比赛
833: [ 2015-11-24 | 38 | 00342 ] 石垣哲朗 - 在盛夏等待OVA
834: [ 2015-11-02 | 29 | 00341 ] 猎鹰 - 天雷争霸 复仇者联盟
835: [ 2015-11-02 | 30 | 00339 ] 矢野宗一 - 军人少女
836: [ 2015-11-18 | 28 | 00338 ] 白龙 - 闪电十一人剧场版 超次元梦幻比赛
837: [ 2015-12-02 | 31 | 00336 ] 竹林孝太郎 - 暗杀教室
838: [ 2015-11-10 | 30 | 00335 ] 天久将马 - 健全机斗士OVA
839: [ 2015-11-13 | 31 | 00333 ] 卢卡斯·涅墨西斯 - 敢达创战者TRY
840: [ 2015-11-28 | 30 | 00332 ] 贝鲁利·塞纳姆 - 高达G之复国运动
841: [ 2015-12-02 | 32 | 00331 ] 有栖良平 - 弥留之国的爱丽丝OVA
842: [ 2015-11-26 | 26 | 00331 ] 岸恭助 - 夜樱四重奏OAD
843: [ 2015-11-04 | 32 | 00330 ] 真壁史彦 - 苍穹之法芙娜EXODUS
844: [ 2015-11-06 | 31 | 00330 ] 须贺明 - 敢达创战者TRY
845: [ 2015-11-29 | 27 | 00329 ] 山田健太 - 灵感
846: [ 2015-11-05 | 30 | 00325 ] 加姆·格拉弗特曼 - ALDNOAH ZERO 第二季
847: [ 2015-11-02 | 31 | 00325 ] 耶鲁奥崎 - 鲁邦三世剧场版 次元大介的墓碑
848: [ 2015-11-16 | 28 | 00323 ] 赫尔曼·路易士 - 牙狼 炎之刻印
849: [ 2015-11-12 | 33 | 00322 ] 石田银 - 新网球王子OVA vs Genius10
850: [ 2015-11-16 | 29 | 00319 ] 阿方索·圣·瓦利安提 - 牙狼 炎之刻印
851: [ 2015-11-01 | 30 | 00319 ] 财前光 - 新网球王子OVA vs Genius10
852: [ 2015-11-04 | 33 | 00318 ] 林藤匠 - 境界触发者
853: [ 2015-11-12 | 34 | 00317 ] 黑暗忍者 - 忍者杀手
854: [ 2015-11-18 | 29 | 00317 ] 山城达也 - 游戏王ARC-V
855: [ 2015-11-20 | 24 | 00317 ] 罗密欧 - 宝石宠物Lady
856: [ 2015-10-31 | 34 | 00316 ] 河豚田鳕夫 - 海螺小姐
857: [ 2015-11-20 | 25 | 00316 ] 鬼冢庆次 - 火星异种
858: [ 2015-11-21 | 27 | 00314 ] 索尔 - ChaosDragon赤龙战役
859: [ 2015-11-02 | 32 | 00312 ] 田仲聪辅 - 枕男子
860: [ 2015-11-21 | 28 | 00312 ] 藤堂高虎 - 战国无双
861: [ 2015-11-11 | 32 | 00311 ] 朱利奥·飞鸟·米斯尔奇 - CROSSANGE 天使与龙的轮舞
862: [ 2015-11-22 | 36 | 00311 ] 鹿羽吾郎 - 世界征服谋略之星OVA
863: [ 2015-11-27 | 25 | 00310 ] 三郎 - 海螺小姐
864: [ 2015-11-10 | 31 | 00309 ] 常盘信彦 - 玉子市场 剧场版
865: [ 2015-11-14 | 31 | 00308 ] 刀锋战士 - 天雷争霸 复仇者联盟
866: [ 2015-10-31 | 35 | 00306 ] 藤尧朔也 - 战姬绝唱GX
867: [ 2015-11-20 | 26 | 00303 ] 三轮秀次 - 境界触发者
868: [ 2015-11-09 | 34 | 00302 ] 箱根强罗 - 美男高校地球防卫部LOVE
869: [ 2015-12-04 | 28 | 00300 ] 战争机器 - 天雷争霸 复仇者联盟
870: [ 2015-11-18 | 30 | 00300 ] 大坪泰介 - 黑子的篮球 第三季
871: [ 2015-11-14 | 32 | 00297 ] 让·米歇尔·罗杰 - 游戏王ARC-V
872: [ 2015-11-25 | 24 | 00296 ] 清水富雄 - 玉子市场 剧场版
873: [ 2015-11-18 | 31 | 00296 ] 樱木凉太 - 雨色可可
874: [ 2015-11-13 | 32 | 00295 ] 不动明王 - 闪电十一人剧场版 超次元梦幻比赛
875: [ 2015-11-27 | 26 | 00294 ] 安德烈·法尔内斯 - CodeGeass亡国的阿基德
876: [ 2015-11-19 | 25 | 00294 ] 亚风炉照美 - 闪电十一人剧场版 超次元梦幻比赛
877: [ 2015-11-07 | 33 | 00289 ] 施雷恩·里希特霍芬 - 白银的意志 ARGEVOLLEN
878: [ 2015-11-26 | 27 | 00288 ] 奥克鲁斯 - 死亡游行
879: [ 2015-11-17 | 34 | 00287 ] 镭射眼 - 天雷争霸 复仇者联盟
880: [ 2015-11-08 | 31 | 00287 ] 木下友夫 - 团地友夫
881: [ 2015-11-11 | 33 | 00285 ] 星爵 - 天雷争霸 复仇者联盟
882: [ 2015-11-03 | 33 | 00285 ] 海林 - 境界触发者
883: [ 2015-11-26 | 28 | 00283 ] 伊哥 - 女神异闻录3剧场版
884: [ 2015-11-30 | 28 | 00281 ] 剑城京介 - 闪电十一人剧场版 超次元梦幻比赛
885: [ 2015-11-07 | 34 | 00280 ] 南部康雄 - 宇宙战舰大和号2199 追忆的航海
886: [ 2015-11-25 | 25 | 00278 ] 大和祐大 - 新网球王子OVA vs Genius10
887: [ 2015-11-23 | 28 | 00277 ] 山岸 - 寄生兽 生命的准则
888: [ 2015-11-11 | 34 | 00276 ] 三神岚 - 绝命制裁X
889: [ 2015-11-12 | 35 | 00276 ] 星名透 - 宇宙战舰大和号2199 追忆的航海
890: [ 2015-11-01 | 31 | 00273 ] 龙神翔悟 - 魔神之骨
891: [ 2015-11-09 | 35 | 00273 ] 蛭间七星 - 火星异种
892: [ 2015-11-02 | 33 | 00272 ] 矶野鲣男 - 海螺小姐
893: [ 2015-11-07 | 35 | 00272 ] 吉田吉伸 - 团地友夫
894: [ 2015-11-12 | 36 | 00271 ] 左文字雨京 - 白银的意志 ARGEVOLLEN
895: [ 2015-12-04 | 29 | 00270 ] 罗兰·马尔迪诺基 - DOG DAYS 第三季
896: [ 2015-11-02 | 34 | 00270 ] 山波翼 - 白银的意志 ARGEVOLLEN
897: [ 2015-12-02 | 33 | 00269 ] Life·Sexy - 百合熊岚
898: [ 2015-11-08 | 32 | 00269 ] 篠原弘树 - 宇宙战舰大和号2199 追忆的航海
899: [ 2015-11-27 | 27 | 00269 ] 岛左近 - 战国无双
900: [ 2015-11-02 | 35 | 00267 ] 寒咲通司 - 飙速宅男 第二季
901: [ 2015-11-27 | 28 | 00267 ] 手岛纯太 - 飙速宅男 第二季
902: [ 2015-11-23 | 29 | 00266 ] 杜兰莎 - 科学小飞侠Crowds 第二季
903: [ 2015-11-15 | 35 | 00264 ] 三船入道 - 新网球王子OVA vs Genius10
904: [ 2015-11-30 | 29 | 00264 ] 尼古拉斯·王 - 心理测量者剧场版
905: [ 2015-11-09 | 36 | 00263 ] 鲁因·李 - 高达G之复国运动
906: [ 2015-11-29 | 28 | 00261 ] 本田圭佑 - 梦幻足球手Stella OVA
907: [ 2015-10-31 | 36 | 00261 ] 七海征太郎 - 电波教师
908: [ 2015-11-15 | 36 | 00259 ] 葛德温·多留尔 - DOG DAYS 第三季
909: [ 2015-11-12 | 37 | 00258 ] 米凯勒·曼弗雷迪 - CodeGeass亡国的阿基德
910: [ 2015-11-07 | 36 | 00258 ] 东条秀明 - 钻石王牌
911: [ 2015-11-15 | 37 | 00257 ] 西园寺 - 我们大家的河合庄
912: [ 2015-11-10 | 32 | 00256 ] Shining早乙女 - 歌之王子殿下 第三季
913: [ 2015-11-12 | 38 | 00255 ] 长井和辉 - 寄生兽 生命的准则
914: [ 2015-11-27 | 29 | 00254 ] 芦屋睦月 - 笑傲昙天
915: [ 2015-11-29 | 29 | 00253 ] 武田乐鸟 - 笑傲昙天
916: [ 2015-11-02 | 36 | 00253 ] 神力侠 - 天雷争霸 复仇者联盟
917: [ 2015-11-15 | 38 | 00252 ] 菲洛克 - 翠星的加尔刚蒂亚OVA
918: [ 2015-11-12 | 39 | 00252 ] 棘 - 斩·赤红之瞳
919: [ 2015-11-27 | 30 | 00251 ] 冈田奏 - 其实我是
920: [ 2015-11-29 | 30 | 00249 ] 克里姆·尼克 - 高达G之复国运动
921: [ 2015-11-17 | 35 | 00248 ] 片桐镜磨 - 枪神斯托拉塔斯
922: [ 2015-11-26 | 29 | 00248 ] 弗兰波瓦兹·夏路雷 - DOG DAYS 第三季
923: [ 2015-11-18 | 32 | 00248 ] 蛭间一郎 - 火星异种
924: [ 2015-11-23 | 30 | 00247 ] 健太 - Venus Project Climax
925: [ 2015-11-06 | 32 | 00247 ] 平等院凤凰 - 新网球王子OVA vs Genius10
926: [ 2015-11-05 | 31 | 00246 ] 狩真启 - 敢达创战者TRY
927: [ 2015-11-06 | 33 | 00245 ] 鬼十次郎 - 新网球王子OVA vs Genius10
928: [ 2015-11-28 | 31 | 00243 ] 风间苍也 - 境界触发者
929: [ 2015-11-06 | 34 | 00242 ] 与太郎 - 昭和元禄落语心中OVA
930: [ 2015-11-01 | 32 | 00241 ] 荒垣真次郎 - 女神异闻录3剧场版
931: [ 2015-11-05 | 32 | 00240 ] 知久和武 - 美男高校地球防卫部LOVE
932: [ 2015-11-16 | 30 | 00240 ] 可爱川晴斗 - 枕男子
933: [ 2015-11-08 | 33 | 00239 ] 帕祖祖 - 巴哈姆特之怒
934: [ 2015-11-05 | 33 | 00237 ] 健 - 旋转少女
935: [ 2015-12-01 | 27 | 00235 ] 卞德赞 - 魔神之骨
936: [ 2015-11-26 | 30 | 00235 ] 御门零央 - 苍穹之法芙娜EXODUS
937: [ 2015-12-03 | 33 | 00234 ] 花岭奏 - 枕男子
938: [ 2015-11-25 | 26 | 00233 ] 杉山聪 - 樱桃小丸子 第二季
939: [ 2015-11-08 | 34 | 00233 ] 丹波光一郎 - 钻石王牌
940: [ 2015-10-31 | 37 | 00233 ] 片冈铁心 - 钻石王牌
941: [ 2015-11-21 | 29 | 00233 ] 凉芳之助 - 早安恋味蛋糕店
942: [ 2015-12-03 | 34 | 00232 ] 千切夜宵 - 枕男子
943: [ 2015-11-23 | 31 | 00231 ] 进时宗 - 白银的意志 ARGEVOLLEN
944: [ 2015-12-01 | 28 | 00230 ] 甲斐裕次郎 - 新网球王子OVA vs Genius10
945: [ 2015-11-09 | 37 | 00229 ] 饭田由一郎 - 枕男子
